Formula,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,E13,E14,E15,E16,E17,E18,E19,E20,E21,E22,E23,E24,E25,E26,E27,E28,E29,E30,E31,E32,E33,E34,E35,E36,E37,E38,E39,E40
AlCuO3,0.0,0.0,30437.906250000004,132140.62500000006,267981.00000000006,390945.5625,497125.50000000006,547030.25,547756.03125,550531.25,562998.96875,578699.125,596610.90625,581510.875,509864.125,521695.0,474720.375,439887.0625,354294.2812499999,271676.4999999999,213440.78125,204936.9375,202910.4375,203622.25,212748.59375000003,236429.25000000003,254276.4375,269482.375,284213.09375000006,294983.43750000006,313420.4375000001,343230.0000000001,374362.81250000006,420914.5000000001,477321.0625,547271.0000000001,599797.1250000001,678515.5625,750252.6875000003,810336.7500000002
H4W,0.0,0.0,25673.86,60379.32000000001,67421.2,72488.58,84372.68000000001,107498.2,135179.2,186220.0,288391.60000000003,384149.6,384875.6000000001,503988.2000000001,610064.0,635446.8,689765.6000000002,782120.2000000001,886535.0000000001,973364.0,1144684.0,1109607.9999999998,997004.0,934398.6,1146670.0,1319008.0000000005,1412718.0,1422900.0,1400442.0,1332110.0,1231737.9999999998,1243824.0,1466136.0000000002,1665208.0000000002,1635630.0,1656560.0000000002,1918569.9999999995,2004540.0,2052500.0,2083120.0
TiO2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47247.98375,164091.40625,388507.9,466278.5500000001,518555.7625,582360.675,581701.0,510220.7625,503842.0125,478702.275,459004.85,459955.1562500001,577848.7875,743772.3187500001,874571.85,953599.70625,993345.0625,1052433.0625,1097000.0,1136517.4375,1149543.9999999998,1050803.4375,1045030.0,1083654.125,1124041.8750000002,991602.2937499996,958831.25
ZnS2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40355.14000000004,101902.22250000008,152774.12500000006,177908.23750000002,195751.65000000008,268475.1750000001,378429.95000000007,439354.06250000006,504698.40000000014,566164.4000000001,640129.4500000001,700822.0750000002,905592.2500000002,995381.225,1041987.75,984423.4625,1045126.0000000006,1204996.8750000002,1329373.0000000002,1479736.1250000002,1632032.5000000005,1735317.7500000002,1750451.25,1745950.875,1782720.0000000002,1798701.3749999998,1731895.2499999998,1747048.125,1818428.5,1937056.375,1906166.5,1858305.625,1831450.0
SbSNCl5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6296.985,14498.056249999998,42760.31249999998,99223.28124999996,134969.50000000003,143818.8125,192534.00000000003,224488.75,211476.0,132175.125,121521.00000000004,106942.06250000007,151848.0,124078.25,185402.6249999997,303050.8125,598084.5000000003,718853.8125,529945.1249999997,467074.3125,659710.0000000002,900094.0624999997,1136096.25,1188810.6249999998,1045290.0,948302.2499999998,715347.8749999997,701915.2499999997,768280.25,712104.125,656357.875,795589.0625000006,965275.5
Se(OF)2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,755.0596875000463,16311.612500000012,30637.650000000016,50454.55,67242.02812499998,100633.1500000001,155687.28125000006,170855.875,131311.37499999977,71861.58125000005,123435.65625000006,224821.0,406723.4687500004,699633.1875000007,924687.7499999997,367607.375,596183.5625000013,822640.9374999997,706665.3125,597608.0,861742.0312499997,463336.0000000004,468733.3125000001,649154.3750000006,535406.6874999998,646636.8125000002,980813.8125000006,724978.5
NaHNO2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,118356.77812499976,518343.93749999977,390451.96875000064,130464.00000000016,69216.54375000004,41270.1375,35227.149999999994,44443.099999999984,61329.75312499994,170095.9999999998,290015.12500000006,226761.2500000001,161396.03125000015,138043.6875,168501.93749999985,219814.75,243149.5,300713.81249999994,326747.71875,351901.0,443426.99999999953,486835.2499999998,485575.46875,402964.5000000002,410577.34375,489690.0,455127.1250000002,447344.2499999999
GeWO4,0.0,0.0,0.0,0.0,3229.874374999999,6440.296249999999,12465.493749999994,29088.65,115441.07499999994,200235.25,198559.1875,257497.0,387104.4375,453176.875,414571.8125,480171.0,564671.0625,644949.25,688211.25,774047.4999999998,872422.375,906360.125,857852.625,918718.5,895987.0000000001,882854.5,979751.6875,1027405.0,1064895.0,1151930.0,1234644.375,1277580.0,1270364.375,1218183.7499999998,1173084.375,1224175.0,1254713.75,1272450.0,1282450.625,1262435.0
AgSe3I,0.0,0.0,0.0,0.0,0.0,0.0,35133.606250000004,108679.50000000004,234179.875,366832.68750000006,431333.1875,542877.6250000001,633160.03125,624114.5,517380.71875,465426.0,476190.375,544001.1875,583127.5625,577313.625,562206.0625,576492.875,601122.3750000001,685687.0,741685.125,898549.5625000001,1086907.5,1343810.0,1415310.625,1389171.875,1406889.6875,1383130.0,1295400.9374999998,1254451.875,1260536.25,1272631.25,1247755.9375,1255517.5000000002,1286895.0,1276392.5
LiMnCr2O6,0.0,0.0,0.0,11808.879999999996,40899.97499999999,58441.19,50943.14,67395.64,111015.70499999996,210067.99999999988,269508.50000000006,244595.2,245119.95,265983.6,357031.2499999998,430738.4,523669.2999999998,603353.2,731616.6,760029.0,833627.9999999999,888165.3999999998,995170.45,1037586.0,1051555.0,1149111.0,1262085.0,1285072.0,1260862.5,1303370.0,1339882.5,1374586.0,1380617.0,1406113.0,1421365.0000000002,1364704.0000000002,1311174.0,1234278.0000000005,1125264.0000000002,1054740.0
LiH2BrO5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,278581.9999999996,367849.9250000003,90023.8500000001,99808.10499999992,222792.5,161215.25000000003,273786.1499999999,497814.6249999999,402591.2000000004,303420.47500000003,297488.4499999999,374247.24999999977,545585.4999999999,536035.7999999999,687500.0499999995,741164.7250000002,655412.0000000001,740199.5,668089.6000000002,556568.1500000003,404883.0000000002,291135.7750000001,256542.5,261863.425,326784.20000000007,258532.9249999998,370854.6499999999,449016.74999999977,445753.3,545082.674999999,876345.6000000001,891087.8999999996,1159030.0
HgS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14032.31,24282.32125000001,38936.412500000006,75352.82875000006,207851.35,337510.80000000016,508690.75,637316.5625000001,781894.2,850345.675,895075.8250000002,923593.9749999996,879755.0,1091319.0,1108538.5,1282887.0000000005,1141951.0,1080444.375,1003445.9,1040724.75,1034024.0,1089692.5,1180268.75,1145681.875,1037424.0,877400.7374999999,866126.375,947850.0000000002,1017865.0000000003,1039035.2499999998,1034739.2500000002,1040958.75,1090770.0
MoS2N2Cl5,0.0,0.0,18011.801874999997,18733.545,16518.1125,18915.67125,63927.04375,103255.95,183847.45625,280861.625,320328.35624999995,327408.05,364355.45625,337992.775,267071.2812500001,219806.3,263974.70625000005,379206.93749999977,341273.08125,363796.5,387658.1375,456861.525,424188.7062500001,460132.45,604415.28125,611430.3999999999,524372.75625,633745.65,719249.9312500001,665769.5000000002,500458.5687500001,459400.4,364740.0625,389169.7000000001,441735.6562500002,522944.6000000001,547902.0249999998,652163.0625,729553.34375,745529.25
MgO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11831.03375,34247.60000000004,68267.88000000005,92916.60375,114005.92500000005,133690.36875,153075.00000000003,171350.44375,189826.725,208399.86875,229677.95,249104.1562500001,273715.16250000003,305378.0875,351525.45,445721.00625000027,582537.6875,648392.3812500002,742621.4000000001,764746.65,774006.65,781303.0,769410.275,769609.4687499999,711629.4249999998,671932.2375,650330.25
Li4MnCr5O12,16397.225000000006,104288.25,106165.3,65415.47999999998,43153.6,36685.55,52845.635,79267.94000000002,109535.35000000003,105130.5,80229.405,88033.38,106139.80000000002,157210.90000000005,216835.50000000003,264656.80000000005,356970.15,443700.4000000002,539157.3500000001,573529.0,591060.3,652528.2000000001,709974.15,758341.2000000003,835670.2500000001,923949.3,1018946.0500000002,1193606.0000000002,1256256.5,1282330.0,1385734.5000000005,1479484.0000000002,1487493.4999999995,1371754.0,1322475.0,1318985.9999999998,1283824.0,1309246.0,1296415.0,1237380.0
Si5(H2Cl)4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7621.875000000134,44137.70000000005,97275.13500000015,211081.2500000001,330124.075,304590.0,317964.925,326441.90000000014,480751.5750000003,641269.2000000001,656236.625,653726.95,643474.4500000001,721939.1000000002,839215.5500000002,964261.2500000003,1003292.5,976298.0,953465.5249999996,929937.9500000004,1023356.2500000003,1084697.0000000002,1185718.7500000002,1261990.5,1290568.0,1246020.0
Br2O,0.0,0.0,0.0,0.0,0.0,34006.15625,123097.75,170762.25,227281.4687500001,332797.1875,337909.96874999994,308169.625,291638.8125,348670.0625,471343.0312500001,507544.5,455095.90625,498670.6875,427784.90625,630332.5,594335.5937499999,524342.0625000001,568834.7812500001,442522.0,288603.3749999999,237387.6250000001,291314.93749999994,355279.125,370985.5625,421559.75000000006,471454.90625,477876.0,471457.0,516180.6250000001,612706.5000000002,677164.5000000003,794274.6562499997,882336.3749999999,1028589.9999999998,1098825.0
AgAuS2,0.0,0.0,1414.1845000000003,4396.366,9872.240000000003,18525.9,49419.69000000003,86113.8,84574.205,101222.5,125391.7,161429.2,184339.35000000003,260719.6000000001,401561.50000000006,485669.8000000001,556993.2500000001,658162.7000000001,794232.4000000003,793060.0,792109.6000000001,873083.9,852833.55,844357.6000000001,855644.75,874284.7000000001,979042.8000000002,1086740.0000000002,1122574.0,1174055.0000000002,1260603.5,1202906.0,1181648.0,1202922.0,1210635.0,1232976.0,1237445.0,1200872.0,1147869.0,1143960.0
HS8N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48466.26374999995,113711.80000000002,161831.44999999995,264476.0,257642.625,346008.8,471076.3875,480519.825,510768.225,465851.0,494966.3125000001,513481.5750000002,512370.225,462497.5,580014.1250000002,571436.2749999999,595584.4249999999,635182.2500000002,781336.0249999999,868408.5,946595.0375,988931.4,928066.7374999996,1061710.7500000002,1188663.75,1257866.5000000005,1403967.625,1432752.2499999998,1511256.7500000002,1572975.0
SnWO4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139938.99999999985,281499.675,328808.375,342127.9125,371286.0,505529.6499999997,718500.1499999994,910745.4375,863766.2000000001,913127.9375,875802.45,1029049.25,1023557.0,997299.075,994337.75,992502.1249999997,1122061.9999999998,1125417.5,1003969.1500000004,1055516.8749999993,1401460.4999999995,1428286.3750000002,1355903.2499999998,1452846.625,1534770.0
C2S(NCl)3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113892.05624999928,278679.025,302763.28125,281787.2,386056.91875,378954.15,457160.1687500002,468309.8749999998,231028.28124999985,101931.21249999998,109412.61875000002,181061.0,362421.96875000006,481199.2,525567.70625,516875.975,569552.79375,594833.4375,483240.66875,485861.0,492998.9625,476896.5499999997,418363.8750000001,517436.8250000004,584947.9624999999,526128.4249999999,569601.0625000003,828699.2500000006
ZrO2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15085.034999999883,95284.61374999992,190621.7312499997,356999.49999999965,503998.7749999999,575302.8125,727444.8249999997,872975.95,829543.8750000001,832792.975,802191.6687500001,776097.4,764189.3875000001,827547.6249999999,924354.525,983738.6,1082603.625,1159242.75,1232803.4374999998,1372908.2499999995,1502930.4374999995,1667884.3749999995,1721775.6249999998,1740867.5
Ta2CrNO5,0.0,0.0,0.0,0.0,0.0,0.0,4551.738124999998,8194.528499999999,19951.85375,43974.13124999997,98099.38625,156632.84999999992,271929.55625,338247.175,383022.46875,432109.2,544717.14375,612550.2999999999,673036.5375000001,756745.1249999999,833714.68125,884507.3875,913948.24375,926296.1,938963.8125,946467.4,966508.075,952473.7,934660.85625,940392.75,967396.35,1010224.0,1041707.75,1068969.125,1077822.8125,1100539.5000000002,1202068.1874999998,1242772.0,1282788.7499999998,1408759.9999999998
Mo2Cl8O,0.0,0.0,0.0,3060.40375,8278.536875,12251.04375,24006.259375,47445.975,90702.19375,136560.875,162671.78125,216753.375,295616.09375,323886.0,299974.125,328638.5,375852.5,427177.875,426569.3125,427965.625,396120.0625,473669.375,603265.78125,709518.0,865535.46875,896963.6875,790773.0625,668439.875,578029.6875,440539.375,361422.1875,338956.0,339845.46875,313583.4375,369710.1562500002,441716.625,502154.5625,544317.875,597961.8124999999,671379.5
SbS2NCl6,0.0,0.0,0.0,0.0,0.0,0.0,13589.844999999998,51052.11500000003,150964.37500000015,279987.50000000006,337470.26875000005,287021.42500000005,395114.1875,286665.22500000003,233031.53125,133082.39999999997,61900.32749999996,32692.04749999998,29124.92375,36741.7625,79216.39375000013,205109.29999999987,420011.3875,618440.5500000002,519572.875,361447.6625,366701.2000000001,530172.5000000001,731954.0437499998,879294.3125,854633.9124999997,711335.0000000001,596358.9562499996,500938.9625,390389.6249999999,401465.02500000014,505360.2500000001,626802.6125,670597.8,786684.2500000002
NaAg(NO2)2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12281.047500000015,48567.80000000006,66936.4675,83446.92000000004,93163.49749999998,81841.04000000001,112328.75,142593.0,155244.6,230062.3500000003,458763.725,580482.0000000002,771046.525,686766.3499999999,535537.3,342529.4000000001,312378.87500000006,337567.50000000006,315342.95,332352.0,363027.8750000002,326277.24999999994,339091.1,335111.80000000005,318049.7,377143.0500000001,436064.5,636445.0000000005,684732.6499999998,600669.3999999997,481017.5750000001,417603.0
CuSe3I,0.0,0.0,0.0,0.0,9385.343437500002,29268.737500000007,79862.34812499999,188723.9,291854.09374999994,376285.6875,477820.4,576133.4,642277.8,640641.9375,618951.65625,572104.5,533498.75625,528460.3999999999,572740.6375,635939.0,694786.23125,713742.075,660768.85,678793.05,685923.59375,778631.0625,1037546.1062500004,1343032.5,1549580.0000000002,1595938.125,1582052.75,1542172.0,1416194.5000000005,1338609.75,1316474.0625,1361014.7499999998,1431333.25,1448305.375,1486018.125,1493327.5
Tl2S2O3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38639.40999999993,81287.05249999998,145508.84999999992,217222.25,249936.0,305652.2,397450.6499999997,540699.4999999998,612644.5,667706.0249999998,696598.45,764060.6,809102.5999999999,858465.75,861553.05,882705.7000000001,876945.1,876120.275,948062.7499999997,1045829.4999999997,1138424.0,1104571.5,1088069.5000000002,1048872.4999999998,1035543.0,1095736.5,1045515.5,1016603.0,1023550.0
K4Ni(NO2)6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10438.178499999987,23916.55,14257.370000000004,32613.39999999996,54193.90000000001,40292.94000000001,52885.574999999975,82580.81999999996,172160.34999999974,238029.3,612509.4999999993,713939.0,465227.9500000004,169924.80000000008,174982.79999999984,120223.0,121884.00000000006,93974.99000000002,132958.55000000008,107576.6,95458.17,123779.99999999988,208523.9999999999,223532.59999999995,270580.8,281849.5999999997,439274.75000000006,504647.4,569289.75,509593.3000000002,501008.75,549922.0
MgMnO2,0.0,0.0,0.0,0.0,0.0,927.6685,1670.9309374999998,2756.3924999999995,4499.991874999999,7381.781874999999,11480.778125,17483.75,28141.218750000007,49926.67500000001,78110.284375,109058.5,145541.75,182274.25,216437.71875,258743.875,300481.93749999994,370567.8124999999,466363.8749999999,571297.9999999999,668954.7812499999,704218.5,717376.7187499999,752711.5,793309.2499999999,866265.0625,931361.15625,1012660.0,1095660.9374999998,1114734.375,1130154.6875,1108546.25,1091770.3125,1084557.5,1069551.25,1107587.5
MoCl4O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28897.8,111783.23187499982,280193.625,216952.0500000001,94171.28250000004,74148.894375,176774.16249999998,368789.6249999999,314329.00000000023,190039.55,167582.3749999999,288187.7625,503301.9999999999,454775.9,326079.81250000047,229038.7875,440417.0499999991,823043.4999999999,1082344.625,1120756.375,885974.5000000007,528338.68125,478335.4375000001,540002.8749999998,583672.0000000002,358499.01250000007,370200.3125,485213.3125000007,488872.5500000006,424148.5999999999,475855.9125,529856.5687500002,619533.9999999998
In2Te9RuCl8,0.0,0.0,0.0,0.0,0.0,38310.60875000003,105109.12500000004,160459.75,204365.1375000001,283186.0,370319.5375000001,507234.4250000001,626250.0062500002,696759.3,805114.4687500001,844571.2,825069.09375,843485.5625,812137.2249999999,727695.625,784217.7375000002,767163.9999999997,709893.05,757439.0000000001,785656.1875,827903.8500000003,867150.64375,932593.4500000002,991571.74375,1052590.625,1109501.6250000005,1174760.0000000002,1233968.6875000002,1307567.2500000005,1376242.8125000002,1427277.7500000002,1460544.125,1483704.0,1466489.4999999998,1444327.5
Cs2Mn(TeS3)2,0.0,0.0,0.0,0.0,29138.46249999999,73412.61999999998,73589.965,99891.38999999998,134513.34999999998,153698.37499999997,248853.6625,279904.85000000003,317925.9625,355078.99999999994,405879.25,489387.5999999999,555128.875,654882.425,682018.2625,640377.25,579137.3,582183.8,637377.3374999999,798609.1,880348.6874999998,1014815.0,1184206.4999999995,1219869.0,1240607.5,1302182.4999999998,1326947.375,1287230.0,1212808.25,1147884.25,1175164.3749999998,1225017.5,1245006.875,1288250.2499999998,1335286.375,1357700.0
HS9N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33330.76250000003,110367.41250000003,118616.95,134803.58750000002,213961.9750000001,299221.25000000006,402789.4,483917.225,473154.1500000001,548476.7000000001,610041.0000000002,604282.4749999997,484894.875,467724.9250000001,455492.4,424360.5625,485320.17500000034,564736.6000000001,641104.6500000003,785904.2875000001,771621.5,781651.275,959623.2,1159030.625,1105818.0,1208181.2499999998,1174499.0,1355749.3750000002,1564521.0000000002,1600941.5,1534319.9999999995
AlS2(NCl2)2,0.0,0.0,0.0,0.0,38511.80625,116565.4,85483.27812500001,114442.39999999998,109277.4,64196.71875000005,25212.040000000005,39740.08499999999,106442.25,138720.24999999997,277189.3437499999,381967.7,251537.79375,130122.09999999998,111971.225,107884.875,73083.38875000001,69033.13124999999,124427.10624999984,251664.45,240583.4375,214539.8625,227364.475,255787.75,312715.0624999999,512916.9374999994,1045600.75,1128138.0,880542.7,851421.5249999996,955879.6875,888022.75,817223.0999999999,904752.5625,999543.175,1066085.0
TeW2Se2S,117.7308,731.0871999999999,2195.874,6010.111999999998,26208.9,54905.39999999998,107615.59999999998,172553.79999999996,192805.19999999995,283767.0,409987.9999999999,462219.4,480720.0,469109.7999999999,600165.9999999998,679116.2,744800.3999999999,819230.7999999997,870996.2000000001,936409.0,1093430.0,1152832.0,1156578.0,1113900.0,1174160.0,1177648.0,1192986.0,1152954.0,1158558.0,1129170.0,1247526.0,1272416.0,1301929.9999999995,1366806.0,1337230.0,1344474.0,1382487.9999999998,1448117.9999999995,1519016.0,1562020.0
Li3MnCr3O8,0.0,0.0,2907.40875,11225.508999999996,39108.4875,64457.89,69083.3075,75363.95999999999,99700.9475,103880.25,127598.65,123286.0,125350.9,156294.90000000002,221085.75,258545.8,320965.775,403255.3499999999,473337.275,551828.0,640653.7,700901.15,754769.625,872007.4000000001,930205.0,960228.3,985579.775,1061320.0,1153113.25,1300200.0,1391199.0,1451068.0,1467593.5,1376710.0000000002,1288987.5,1225885.0,1216695.0,1243499.5,1287730.75,1273830.0
Nb2Ge2O7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9482.481999999998,16740.624999999996,34603.19999999998,93591.75499999996,191428.55,233179.3375,283934.12499999994,317503.56249999994,430382.7999999999,525810.25,580206.5249999999,684209.7249999999,799623.7499999999,912656.7,938100.425,924642.775,881440.2000000001,893324.0624999999,950589.775,1072405.25,1169990.9999999998,1294215.0,1354430.0,1355743.625,1378734.0,1400624.25,1370262.0,1372466.875,1346837.0,1340909.625,1358795.75,1326667.125,1313540.0
Ba(TeP2)2,0.0,0.0,0.0,0.0,0.0,33827.860000000015,143438.55,219926.60000000003,296433.92500000005,347830.1875,396833.35,501382.4250000001,638842.8250000001,728417.3375,788318.28125,855787.3,916012.96875,1035959.25,1114483.75,1171073.75,1222237.3125,1253928.875,1261418.875,1314866.5000000002,1349287.5,1381441.875,1403184.1875,1433209.0,1499495.625,1523564.375,1544081.9375,1506666.0,1492511.25,1489593.625,1481055.9375,1465132.25,1449231.8125,1447383.875,1437831.5,1417375.0
Sn(SO2)2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,144318.30000000005,218350.29375000004,526933.3500000001,357170.5937499999,287954.5,260566.875,259219.5625,251062.18125,272302.8750000001,562552.9250000003,742634.6875000003,881007.09375,936098.8,920386.46875,965744.8625,926779.09375,970417.9,996517.00625,894139.6874999999,734818.9312499999,707510.3999999999,741351.8625000005,855294.8,727069.8437499995,672068.6,760347.8312500006,815568.375,892777.0562499998,899102.2499999999
Mg2AlV3S8,37297.521875,100909.75,81291.44375,36758.42500000003,20412.828125,35075.77499999999,62015.07499999998,85808.47499999996,127536.75,149706.4375,161574.0,220072.8749999999,295824.8749999999,366305.0,494657.40625,624506.4999999998,707204.1875,801202.5,863294.65625,924612.75,972015.5,962125.0,983916.34375,1063617.5,1074950.9375,1103384.9999999998,1175625.6249999998,1200280.0,1246800.625,1312433.125,1343226.875,1390820.0,1452249.3749999998,1522243.75,1600969.0624999998,1646931.25,1695759.9999999998,1722233.125,1771068.4374999998,1837437.5
Ti2O3,0.0,77504.55625000004,260135.28125000003,382770.12500000006,422695.78125,405904.0625,380867.55625,322241.74999999994,335280.74375,348789.12499999994,304561.66875,249465.975,181670.39375,143277.51249999998,131463.71875,198917.80000000028,275173.76875000005,324326.25,364697.50625,416212.1250000001,468463.13125000015,563802.2500000001,599178.1125,613107.4,626345.6562500001,721491.9375000002,846478.0187499999,946764.8,1208180.0000000002,1335187.5000000002,1543186.7500000005,1637944.0000000002,1677569.3125,1690538.9999999998,1727270.625,1771113.5,1748116.5625,1689421.375,1694739.5625,1614584.9999999998
K2ScAuCl6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42231.88125,118124.86874999997,124798.25,56422.10500000002,44715.0825,74676.890625,228547.5999999999,347847.86875,461605.6875000001,603091.8937499998,560485.5,402276.5187499998,342053.3375,377618.33125,411788.45,382916.7187499999,326819.82500000007,274657.26249999995,250473.975,256320.6125,350589.4375,442005.5812500001,599762.3999999997,754505.1000000003,859828.9,958202.3437499998,1050134.2499999998,839148.8437499999,761289.2249999999,813483.1,862482.5
Rb2Mn(TeS3)2,0.0,0.0,0.0,0.0,22254.27500000001,71783.85250000001,70628.221875,98312.88500000004,130620.025,155195.37500000003,239541.1875000001,269418.525,332393.94375000003,374881.7125000001,461716.8437500001,551089.2000000001,626135.425,684889.7125,706727.0437500001,705402.25,639502.0562499999,609377.3624999999,609275.2125,744651.5000000002,826175.1875000001,1021912.8750000003,1195107.6875,1262144.5,1304347.0625,1391780.0000000002,1444275.0,1429524.0,1337615.8125,1253952.4999999998,1209524.0625,1262440.2499999998,1303339.3125,1341018.125,1379211.8750000002,1416255.0
Na3Co(NO2)6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,206379.73750000008,263710.65,426451.975,368449.3499999999,272870.06249999994,215155.8,289124.97500000003,456880.5000000003,677519.5375,762639.25,802879.175,838831.9749999999,497666.5624999994,156152.6000000002,63008.18750000001,40784.78999999999,33698.3925,39488.93,44307.34875,53679.4,65708.57500000003,94653.98,144842.37500000015,270760.275,390570.875,385295.7,457772.00000000006,474967.35,501708.8374999999,537222.5
Al6B5O18,0.0,1170.87075,5560.65175,31760.875,69954.39687499999,95641.23625,106568.7,105213.75,82341.011875,78962.06875,74855.820625,70010.89,62536.54687499999,55300.10375,57325.65,58115.03,49462.38625,33288.53499999998,29711.04125,28069.95,26690.4325,24290.86625,21925.683750000004,20309.51,24147.00625,33373.63750000001,50462.85874999998,88439.58499999999,160120.17500000008,258482.56249999988,340462.7375,429203.4,501019.4562500001,558526.1500000001,604872.4062500001,645233.2500000001,625513.65,631332.3875,633682.5,658390.75
Rb9Fe2S7,0.0,0.0,611.4029999999999,3931.47,7944.835,7630.323,30167.86,42968.84,66564.19,73986.75,123877.09999999996,142524.2,231098.65,276727.7,241948.2500000001,235871.4,314129.85,432939.0999999999,440519.1499999998,500843.0,506854.25,534252.6,573960.9499999998,638590.8,680946.0,732812.2999999999,718891.7499999999,731451.4,728351.65,760630.0,766125.0,791966.0,804608.9,810652.4,847667.0,835574.8,821750.25,797489.8,799191.85,772998.0
TiV4CoO12,0.0,0.0,0.0,9208.69625,25954.58437500001,39993.598750000005,50782.709375,59532.48500000001,80090.50500000003,108232.87500000004,136483.075,181637.82500000007,244450.0375000001,335644.825,425240.90625000006,518208.8000000001,551787.1625,591043.5000000001,636325.6000000001,709992.2500000001,779817.59375,785468.3375,818471.3562500002,907218.0,990419.375,1070493.7500000002,1217005.2500000002,1338695.75,1375947.9375,1389295.0,1399424.0625,1406648.0,1435057.5625,1408411.125,1375900.0,1377415.5,1345923.8125,1295824.3749999998,1216023.3125,1134417.4999999998
BaMn2O8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,157873.81249999985,314615.56249999994,374002.15625,302844.12500000006,111144.25000000006,145212.31249999985,299360.7499999998,470715.0,705531.5624999999,605554.6875000005,329211.1250000002,460904.625,607961.5,658745.6874999999,629822.0,957300.7499999997,1184872.5,1340286.25,1056561.3750000014,483239.6250000012,386733.5937499999,666777.3124999994,986116.1874999997,1224890.0,1159401.2500000002,878137.1250000005,831304.9375,837637.6249999999,763628.1875000003,699751.0625000002,642779.5000000001,664263.0
CuH,0.0,0.0,0.0,0.0,0.0,0.0,1482.8219999999974,73519.77,138909.81124999974,323608.4999999999,444101.17499999993,982446.9,1138946.875,1003518.35,985727.75,954530.0,917928.1375,899716.125,961620.3249999998,983788.5,942695.275,927463.825,873980.4375000001,886283.4999999999,945157.9375,978441.775,1005171.925,955897.95,911843.9,881194.625,842829.4375,777854.2000000002,750507.5000000005,845912.174999999,962541.5624999992,1248897.4999999988,1431576.7500000002,1416020.25,1429856.6249999998,1440610.0000000002
LiBi2(SO4)3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50250.94,52291.50749999999,90565.43125,127645.0375,242277.77499999988,274078.275,399607.825,177263.46875000003,108356.20000000004,95887.43812500002,120038.71250000004,228891.36875,412728.7500000002,490528.5,535693.7,581829.9749999999,731509.0,798362.8125000002,864809.125,675516.1000000001,661857.375,669356.45625,700036.875,720822.61875,727011.4,602817.5500000002,474821.6125,518366.0,574394.1499999999,722180.5187500007,860110.3125000005,1043228.75,1138675.0
Al2HgO4,0.0,0.0,0.0,0.0,0.0,15719.5875,49381.89375,77409.95000000001,98405.975,118514.625,134515.6875,153086.25,173150.0,191696.125,214292.0,223669.0,257992.25,383342.75,684294.3125,849368.5,338089.4375,178606.125,179109.375,165144.0,222665.125,299543.625,266732.0625,252657.75,273674.8125,402045.75,522040.8125,531467.0,518703.1250000002,554081.25,639617.3125000007,902096.75,1025878.75,1040220.0,1121016.2500000002,1137000.0
NaTl3(SO3)2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76701.571875,177317.81250000006,117829.59375,188625.99999999985,283431.0937500001,328630.8125,303286.125,383720.875,489168.5625,600202.0000000003,691113.4375,639893.75,620259.1875,645396.6875,667784.9062499999,855507.2499999999,895449.9687500001,986858.3125,1077122.1875,1191960.0,1094577.8125,980973.375,899733.71875,941166.0,915884.65625,927331.875,927365.96875,847676.9999999998
